,Job Title,Company,Location,Experience,Salary,Link
1685,Data Analyst,Contechub,Jaipur,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-contechub-jaipur-1-to-3-years-190525505465
1686,Data Analyst,Contechub,Jaipur,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-contechub-jaipur-1-to-3-years-190525504392
1687,Data Analyst,Kuboloitte,Ghaziabad,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-kuboloitte-services-ghaziabad-2-to-4-years-190325509875
1688,Data Analyst,Claight Corporation Expert Market Research,Noida,0-1 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-claight-corporation-expert-market-research-noida-0-to-1-years-190225502681
1689,Data Analyst,Prodware Solutions,Mumbai,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-prodware-solutions-private-limited-mumbai-3-to-8-years-181224502178
1690,Payments Advisory - Data Analyst,JPMorgan Chase Bank,Mumbai,1-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-payments-advisory-data-analyst-jp-morgan-chase-mumbai-1-to-7-years-181125503632
1691,Data Analyst (EDI),NS Global Corporation,Rajkot,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-edi-ns-global-corporation-rajkot-3-to-5-years-181024502625
1692,Data Analyst,Diverse Lynx,Bengaluru,6-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bengaluru-6-to-10-years-180725502371
1693,Data analysts,Mirafra,Bengaluru,3-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analysts-mirafra-software-technologies-pvt-ltd-bengaluru-3-to-12-years-180724501763
1694,Data Analyst,Fireblaze Ai School,Ahmedabad,0-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-fireblaze-ai-school-ahmedabad-0-to-2-years-180625500856
1695,Data Analyst,PB Partners,Gurugram,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-pb-partners-gurugram-2-to-3-years-180325507362
1696,Data Analyst,Business Brio,Kolkata,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-business-brio-kolkata-1-to-2-years-171224501140
1697,Data Architecture Analyst,Accenture,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-architecture-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-171125908908
1698,Data Architecture Analyst,Accenture,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-architecture-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-171125908835
1699,Data Analyst,Indegene,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-indegene-lifesystems-pvt-ltd-hubli-mangaluru-mysuru-bengaluru-belgaum-2-to-4-years-171125503099
1700,Data Centre Toolsets Analyst,Barclays,Pune,1-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-centre-toolsets-analyst-barclays-shared-services-pune-1-to-7-years-171125500618
1701,Data Analyst,COMPETENT SOFTWARE (CS),Noida,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-competent-software-noida-1-to-3-years-170925501984
1702,Data Analyst (FP&A),Exxon Mobil Corporation,Bengaluru,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-fp-a-exxon-mobil-corporation-bengaluru-3-to-8-years-170725503624
1703,Data Analyst,Hyperthink Systems,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-hyperthink-systems-pvt-ltd-bengaluru-2-to-5-years-170723501972
1704,Data Analyst,Kapgrow Corporate Advisory Services Pvt. Ltd,Pune,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-kapgrow-corporate-advisory-services-pvt-ltd-pune-2-to-7-years-170624503207
1705,data analyst,Etomate Technology,Bengaluru,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-etomate-technology-llp-bengaluru-2-to-7-years-170118501679
1706,Data Analyst,V-SEARCH EDUCATION & CONSULTANCY,Bikaner,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-v-search-education-consultancy-bikaner-1-to-4-years-161224501781
1707,Data Analyst,Little Genius Academy,Vadodara,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-janets-little-genius-vadodara-1-to-3-years-161224501669
1708,Data Scientist/ML Engineer - India,Pursuit Software Development,Kolkata,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-ml-engineer-india-pursuit-software-development-pvt-ltd-kolkata-5-to-10-years-161024502194
1709,Data Analyst - FinBox,Finbox,Gurugram,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-finbox-finbox-gurugram-2-to-4-years-160925503789
1710,Data Analysts,Digital Solution Tech,Remote,0-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analysts-digital-solution-tech-remote-0-to-4-years-160925502713
1711,Data Analyst (AI-LLM),Ringcentral,Bengaluru,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ai-llm-ringcentral-bengaluru-1-to-4-years-160924502078
1712,DATA ANALYST For ESG & BRSR,Globetrend Climate Impact,Gurugram,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-for-esg-brsr-globetrend-climate-impact-gurugram-2-to-3-years-160824500438
1713,Data Analyst,CAMSDATA,Bengaluru,2-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-camsdata-technologies-india-pvt-ltd-bengaluru-2-to-8-years-160822501643
1714,Data Analyst,Lobotus Technology,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-lobotus-technology-private-limited-bengaluru-3-to-5-years-160518500528
1715,Oracle HCM Data Analyst,Avtech Software,Remote,1-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-oracle-hcm-data-analyst-avtech-software-services-remote-1-to-7-years-160424501464
1716,Data Analyst,Eminenture,New Delhi,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-eminenture-private-limited-new-delhi-1-to-4-years-151223500018
1717,Data Analyst,Schwing Stetter,Sriperumbudur,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-schwing-stetter-india-pvt-ltd-sriperumbudur-2-to-4-years-151025503776
1718,Strategy Coordinator/Data Analyst,Trusted Media Brands,Gurugram,1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-strategy-coordinator-data-analyst-trusted-media-brands-gurugram-1-to-6-years-151025501820
1719,Data Analyst,Neuralix Ai,Bengaluru,2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-neuralix-ai-bengaluru-2-to-6-years-151024501395
1720,"Data Analyst, EMSX",Amazon,Bengaluru,1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-emsx-amazon-development-centre-india-pvt-ltd-bengaluru-1-to-5-years-150925502039
1721,Data Analyst,Photon,"Chennai, Bengaluru",8-13 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-photon-infotech-p-ltd-chennai-bengaluru-8-to-13-years-150525501445
1722,Data Analyst,Brickwork Ratings (BWR),Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-brickworks-ratings-bengaluru-3-to-5-years-150425501288
1723,Data Analyst,First Soft Solutions,Chennai,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-first-soft-solutions-direct-chennai-1-to-4-years-150125500451
1724,Data Analyst,Myridius x Aethereus,"Pune, Chennai",3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-myridius-x-aethereus-pune-chennai-3-to-6-years-141125502993
1725,Data Analyst,ANR Software,Noida,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-anr-software-pvt-ltd-noida-2-to-5-years-141019500681
1726,Data Analyst,Suntech Global,"Kochi, Thrissur, Kozhikode, Thiruvananthapuram",3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-suntech-global-kochi-thrissur-kozhikode-thiruvananthapuram-3-to-5-years-140923501012
1727,Data Analyst,Edgematics,Pune,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-edgematics-pune-5-to-10-years-140525503956
1728,Data Analyst,Anutham Technologies,Pune,4-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-anutham-technologies-pune-4-to-7-years-140525501861
1729,DATA ANALYST,Scaleup Mission IT services,Bengaluru,3-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-scaleup-mission-it-services-bengaluru-3-to-4-years-140524501016
1730,Data Analyst,Ascend Capital,Jaipur,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ascend-capital-jaipur-2-to-4-years-131224501800
1731,Data Analyst - Gurgaon (6 days from office),Medanta,Gurugram,3-8 Yrs,8-15 Lacs PA,https://www.naukri.com/job-listings-data-analyst-gurgaon-6-days-from-office-medanta-gurugram-3-to-8-years-131125020279
1732,Data Analyst,Aldous Glare Tech & Energy,"Pathanamthitta, Palakkad",1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-aldous-glare-tech-energy-pathanamthitta-palakkad-1-to-4-years-131124504846
1733,Staff Specialist / Data Analyst,Infineon,Bengaluru,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-staff-specialist-data-analyst-infineon-technologies-pvt-ltd-bengaluru-5-to-8-years-131025500161
1734,Data Analyst,Educare Solutions,Noida,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-apsidata-solutions-noida-2-to-4-years-131023500073
1735,Data Analyst,Xtreme Management Solutions,Bengaluru,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-xtreme-management-solutions-bengaluru-1-to-2-years-130722500725
1736,Data Analyst,Kazam,Bengaluru,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-kazam-bengaluru-1-to-3-years-130624502017
1737,Data Analyst,Bot Consulting,Pune,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-bot-consulting-pune-4-to-5-years-130525502199
1738,Data Analyst,Novisync Solutions India,Visakhapatnam,3-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-novisync-solutions-india-private-limited-visakhapatnam-3-to-4-years-130524502154
1739,Data Analyst,Purpos Planet,New Delhi,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-purpos-planet-new-delhi-4-to-5-years-130325504352
1740,Data Analyst,Bombay Play,Bengaluru,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-bombay-play-private-limited-bengaluru-1-to-3-years-130325503662
1741,Data Analyst,Robosoft Technologies,"Mumbai, Udupi, Bengaluru",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-robosoft-technologies-pvt-ltd-mumbai-udupi-bengaluru-5-to-10-years-121224506087
1742,DATA ANALYST,MBH Raw Pharma,Thane,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-mbh-raw-pharma-thane-1-to-4-years-121224502239
1743,Data Analyst,Hexnode,"Kochi, Chennai",1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-hexnode-kochi-chennai-1-to-3-years-121125500607
1744,Data Analyst,eTeam Inc.,Pune,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-eteam-inc-pune-1-to-3-years-120822500215
1745,Data Analyst,Godrej koerber Supply Chain Ltd,Mumbai,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-godrej-koerber-supply-chain-ltd-mumbai-3-to-5-years-120724502137
1746,Data Analyst,Vgminds Techstudios,Bengaluru,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-vgminds-techstudios-pvt-ltd-bengaluru-1-to-4-years-120624502117
1747,Data Analyst,Alaan,Bengaluru,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-alaan-bengaluru-2-to-7-years-120525500718
1748,Data Analyst,Mr Technical Veer Digital Services,Lalitpur,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-mr-technical-veer-digital-services-lalitpur-0-to-3-years-120325503295
1749,Data Analyst,99plus It Solutions,Vadodara,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-99plus-it-solutions-vadodara-3-to-5-years-120321500330
1750,PCC Data Analyst,Bayer Zydus Pharma,Thane,,Unpaid,https://www.naukri.com/job-listings-pcc-data-analyst-bayer-zydus-pharma-thane-5-to-10-years-120225502072
1751,Data Analyst,Nath Outsourcing Solutions,Mohali,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-nath-outsourcing-solutions-mohali-1-to-3-years-111219502175
1752,Data Analyst,Kiya.ai,"Hybrid - Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",2-5 Yrs,5-10 Lacs PA,https://www.naukri.com/job-listings-data-analyst-kiya-ai-mumbai-suburban-navi-mumbai-mumbai-all-areas-2-to-5-years-111125015546
1753,Data Analyst,Stalwart Management Consulting,Remote,2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-stalwart-management-consulting-remote-2-to-6-years-111122500612
1754,Data Analyst,Drishtee Development And Communication,"Varanasi, Bengaluru",4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-drishtee-varanasi-bengaluru-4-to-9-years-111024501903
1755,Data Analyst,Primohunt Corporate,Pune,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-primohunt-corporate-pune-0-to-3-years-110722502690
1756,Data Analyst,Right Step Consulting,"Delhi, Gurgaon",2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-right-step-consulting-private-limited-delhi-gurgaon-2-to-5-years-110417501439
1757,Data Analyst,Right Step Consulting,"Delhi, Gurgaon",3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-right-step-consulting-private-limited-delhi-gurgaon-3-to-6-years-110417501247
1758,Data Analyst,Right Step Consulting,"New Delhi, Gurugram",0-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-right-step-consulting-private-limited-new-delhi-gurugram-0-to-5-years-110417500945
1759,Data Analyst,Adivid Technologies,Kota,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-adivid-technologies-private-limited-kota-1-to-4-years-110225503370
1760,Data Analyst,Qvesta Technologies,"Coimbatore, Bengaluru",1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-qvesta-technologies-coimbatore-bengaluru-1-to-3-years-110225503006
1761,Data Analyst,Techvolt Software,Coimbatore,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-techvolt-software-coimbatore-1-to-3-years-101224504229
1762,DATA ANALYST,Diverse Lynx,Bengaluru,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bengaluru-4-to-9-years-101122500791
1763,Data Analyst,AugmenterBizConsulting,Mumbai,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-augmenter-consulting-mumbai-2-to-5-years-100718500151
1764,Oracle HCM Data Analyst,Avtech,Remote,6-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-oracle-hcm-data-analyst-av-tech-remote-6-to-8-years-100424500922
1765,Data Analyst,Mobpair Technologies,Ahmedabad,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-mobpair-technologies-ahmedabad-2-to-3-years-100325502767
1766,Data Analyst,Wissen Research,Mohali,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-wissen-research-private-limited-mohali-2-to-5-years-100325501624
1767,Data Analyst,EIPL,New Delhi,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-eipl-projects-new-delhi-1-to-3-years-100325501235
1768,Data Analyst,Digitalxnode,New Delhi,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-digitalxnode-new-delhi-2-to-7-years-100225505869
1769,Data Analyst,Xpheno,Mumbai,4-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-xpheno-mumbai-4-to-8-years-100123500117
1770,Data Analyst,Xpheno,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-xpheno-bengaluru-2-to-4-years-100123500067
1771,Knowledge Analyst Data Curation & Classification,Sia Partners,Mumbai,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-knowledge-analyst-data-curation-classification-sia-partners-mumbai-2-to-5-years-090925503261
1772,Data Analyst,Right Step Consulting,Gurgaon,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-right-step-consulting-private-limited-gurgaon-2-to-5-years-090617500171
1773,Data Analyst Logistics Domain,Elevati Infotech,Pune,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-logistics-domain-elevati-infotech-pvt-ltd-pune-3-to-7-years-090525501206
1774,Data Analyst,Tactgen,Madurai,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-tactgen-madurai-3-to-8-years-090125502812
1775,Data Analyst,Aureate Labs Private Limited,Surat,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-aureate-labs-private-limited-surat-2-to-5-years-090124501121
1776,Data Analyst,Ethos HR Management and Project Ltd,Hybrid - Pune,1-6 Yrs,1-5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-ethos-hr-pune-1-to-6-years-081125013451
1777,Data Analyst,Credit Wise Capital Pvt. LTD.,Mumbai,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-credit-wise-capital-pvt-ltd-mumbai-5-to-8-years-081124502420
1778,Statistician/Data Analyst,Authenu,Bengaluru,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-statistician-data-analyst-authenu-bengaluru-2-to-7-years-081117500094
1779,Data Analyst I,Fluor,Gurugram,20-25 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-i-fluor-gurugram-20-to-25-years-081025502970
1780,Data Analyst ( Azure Data Bricks),Allime Tech Solutions,Chennai,7-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-azure-data-bricks-allime-tech-solutions-chennai-7-to-12-years-081025501618
1781,Data Analyst,Cision,Remote,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-cision-remote-1-to-2-years-081025500548
1782,Data Analyst,Numerator,Remote,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-numerator-remote-1-to-4-years-080825501774
1783,Data Analyst,mycitynagpur,Nagpur,1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-mycitynagpur-nagpur-1-to-5-years-080819501652
1784,Data Analyst,Structural Solutions (SSPL),"Mumbai, New Delhi",2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-sspl-mumbai-new-delhi-2-to-7-years-080523500024
1785,Staff Data Analyst,Coupang,Bengaluru,6-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-staff-data-analyst-coupang-bengaluru-6-to-10-years-071125501944
1786,Data Analyst,Aloola,Surat,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-aloola-tech-pvt-ltd-surat-4-to-9-years-071124500988
1787,Data Analyst,Q-DAT IT SOLUTIONS PVT. LTD.,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-q-dat-it-solutions-pvt-ltd-bengaluru-2-to-5-years-070918500889
1788,Data Analyst,Arcgate,Udaipur,0-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-arcgate-udaipur-0-to-5-years-070525502773
1789,Data Analysts,Digicommerce Solutions,Noida,4-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analysts-digicommerce-solution-llp-noida-4-to-6-years-070325502495
1790,Data Analyst,Alumnus Software,Kolkata,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-alumnus-software-ltd-kolkata-5-to-10-years-061224504457
1791,Data Analyst,Digital Solution Tech,Thiruvananthapuram,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-digital-solution-tech-thiruvananthapuram-5-to-10-years-061125505970
1792,Data Analyst,Btree Systems (opc),Chennai,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-btree-systems-chennai-5-to-10-years-061123500260
1793,Data Analyst - AI/ML,Assent,Pune,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ai-ml-assent-pune-2-to-4-years-061025501147
1794,Data Analyst,Grid Dynamics,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-grid-dynamics-bengaluru-2-to-4-years-060625503849
1795,Data Analyst,Infynd,Coimbatore,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-infynd-coimbatore-1-to-2-years-060625503148
1796,Data Analyst,Falcon Smart It,Bengaluru,2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-falcon-smart-it-bengaluru-2-to-6-years-060522500470
1797,DATA ANALYST / DATA EXECUTIVE,Anutech Solutions,Vijayawada,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-data-executive-anutech-solutions-vijayawada-0-to-3-years-060325504935
1798,Data Analyst,Nexzu Mobility,Pune,1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-nexzu-mobility-pune-1-to-6-years-060225506135
1799,Data Analyst,Adhiran Infotech,Chennai,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-adhiran-infotech-chennai-1-to-3-years-060225502553
1800,Data Analyst - Attribution,Numerator,Vadodara,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-attribution-numerator-vadodara-1-to-4-years-050825502597
1801,Data Analyst,Bharatnxt,Mumbai,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-fcap-technologies-mumbai-1-to-2-years-050325500898
1802,Data Analyst,Web Spiders,Kolkata,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-webspiders-interweb-pvt-ltd-kolkata-1-to-3-years-041125501999
1803,Bioinformatician (Data Analyst),Helixomics Analytics,Bengaluru,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-bioinformatician-data-analyst-helixomics-analytics-llp-bengaluru-1-to-4-years-041125500759
1804,Data Analyst:,Azmarq,Noida,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-azmarq-technovation-pvt-ltd-noida-2-to-4-years-041124500593
1805,Data Analyst,Deets Digital,Remote,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-deetsdigital-pvt-ltd-remote-1-to-4-years-041023500402
1806,Data Analyst,Techster It Services,Chennai,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-techster-it-services-chennai-1-to-3-years-040925500244
1807,Data Analyst,Hudson Data,Remote,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-hudson-data-remote-2-to-5-years-040723500004
1808,Data Analyst,Bazaronweb,Lucknow,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-bazaronweb-lucknow-1-to-3-years-040625503836
1809,Data Analyst,Grow Solutions,Surat,0-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-grow-solution-pvt-ltd-surat-0-to-2-years-040425501957
1810,Data Analyst,Kaleesuwari Refinery and Industry (KRIPL),"Madurai, Tiruppur, Salem, Chennai, Tiruchirapalli, Coimbatore",0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-kaleeswari-refinery-p-ltd-madurai-tiruppur-salem-chennai-tiruchirapalli-coimbatore-0-to-3-years-040324501668
1811,Data Analyst,Walbrosoft,Nagpur,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-walbrosoft-nagpur-2-to-7-years-040319502010
1812,Data Analyst,Fleek,Bengaluru,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-fleek-bengaluru-1-to-2-years-040225502539
1813,Data Analyst,Keywords Studios,Pune,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-keywords-studios-pune-2-to-5-years-031025502582
1814,Data Analyst,Ethics Express,Gurugram,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ethics-express-gurugram-3-to-8-years-031024503122
1815,Data Analysts,Prometheus Consulting,Bengaluru,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analysts-prometheus-consulting-bengaluru-2-to-3-years-030419501116
1816,Data Analyst,AARNA HR SOLUTIONS PVT. LTD.,Bengaluru,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-aarna-hr-solutions-pvt-ltd-bengaluru-3-to-7-years-030417502252
1817,Data Analyst,Diensten Tech Limited,Pune,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-diensten-tech-limited-pune-1-to-2-years-030325500481
1818,Data Analyst,Diensten Tech Limited,New Delhi,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-diensten-tech-limited-new-delhi-1-to-2-years-030325500376
1819,Data Analyst,Diensten Tech Limited,Gurugram,0-1 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-diensten-tech-limited-gurugram-0-to-1-years-030325500332
1820,Data Analyst,Snware Research Services,Gurugram,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-snware-research-services-pvt-ltd-gurugram-0-to-3-years-030125503189
1821,Data Analyst,Wishlink,Gurugram,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-wishlink-gurugram-3-to-8-years-020925502261
1822,Data Analyst,Pathfinder Business Analysis (PFBA),Coimbatore,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-pathfinder-business-analysis-p-ltd-coimbatore-4-to-5-years-020825500642
1823,Data Analyst - Cryptoforensic,C3i Hub,Kanpur,1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-cryptoforensic-c3i-hub-kanpur-1-to-6-years-020525502230
1824,Data Analyst,Bombay Play,Bengaluru,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-bombay-play-private-limited-bengaluru-0-to-3-years-020224501624
1825,Data Analyst,Grapes Idmr,Thrissur,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-grapes-idmr-thrissur-2-to-4-years-011223500500
1826,Data Analyst,Moris Media,Mumbai,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-moris-media-mumbai-2-to-3-years-011124500844
1827,Data Analyst,Intuitive Apps,Gurugram,6-11 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-intuitive-apps-gurugram-6-to-11-years-011123500935
1828,Data Analyst - German,Numerator,Vadodara,0-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-german-numerator-vadodara-0-to-7-years-010825503747
1829,Data Analyst,PrepLadder.com,Chandigarh,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-prepladder-chandigarh-4-to-9-years-010725501497
